0AWK71	1845404347
0GWU59	1212136395
0NGP63	360962946
0NQR77	1595313203
0SXW07	3286068861
0TQB29	795468699
0TVC62	3671108376
0XSS23	64160158
1BPJ77	3556614611
1BWZ67	2382384182
1FMP19	4032153521
1JOG19	634136615
1NXM46	1462469425
1QMU00	3974896171
1QXB84	1524881677
1ZVQ98	1305785514
1ZYZ88	3571407917
2AQO58	1760293856
2GRD43	1181406174
2MYT03	2056176339
2NJY52	2943687730
2POR62	2470367561
2PSN16	1190951375
2QHF08	1138909796
2VZA89	165531618
2ZYU79	1211245903
3AGD42	3568224287
3HPM14	3328265279
3IQB97	3000758874
3JJF01	1470287708
3PFT90	3538239526
3PPB01	1305893315
3QAM14	3148817791
3SBT61	1147556517
3UPK90	1219593520
3ZWF53	2069193986
4BQO54	1264031886
4BQY13	1854639620
4EVY10	1295757267
4IYF54	32141883
4LSP41	990680981
4LYC01	1808791650
4PGU89	1100741135
4PQF58	693849924
4QEN91	1198360603
4VMJ25	1561722231
4WQR03	2160161382
4WSS28	1969827888
4WZT47	835172784
5AAK49	1832644424
5GZV68	1872670351
5IQB14	3038385612
5KFA02	3628120521
5OJE90	783612427
5QIG54	1037655713
5WJN38	2466182896
5WTM73	737100208
6BCJ84	2368820751
6CNY34	3361674247
6CRS69	1035769727
6DRE88	2865213839
6IXN34	1835608338
6LPR23	2856457438
6LQY91	1643048243
6NAJ31	151762461
6NWI55	2809928914
6OLI28	1560326782
6OVT82	2164921961
6OWL75	552028981
6PNQ02	1709753740
6UWC31	3621768255
7BYW97	2407134593
7EVR57	1148837260
7GXA93	3206380648
7GXA93	0
7KGJ97	2919882355
7KXB67	2505113365
7MXZ23	3535871982
7POE26	3088828793
7VEX26	557357213
7XLU39	2206226143
7YUW65	1974949764
8AWZ67	3925988041
8DUK98	4104970081
8IIM01	2306046138
8IMN22	2946585623
8JRW20	1712098680
8KQN38	3705059579
8PQU39	2568091692
8RRD48	1591268821
8ZKL34	2192968392
9CFG43	2566839961
9GYN91	484845552
9PGE36	43832939
9QRC57	1865538082
9ROS01	756218943
9RQF65	328318601
9TZT74	671128409
9WUZ22	1213381325
9YKT47	579441629
